model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
Individual_W2,2,200,15,150,30,Extra,21.839999999999996,4.911506897073443
Individual_W2,2,200,15,150,35,Extra,22.05666666666667,4.449058577072483
Individual_W2,2,200,15,100,10,Extra,13.938333333333333,2.9829706483451846
Individual_W2,2,200,15,150,15,Extra,23.13,5.0779031105368695
Individual_W3,3,200,20,200,5,Seen,48.05833333333333,13.345636511193046
Individual_W3,3,200,20,200,10,Seen,51.788333333333334,12.265328391672012
Individual_W3,3,200,20,200,15,Seen,51.318333333333335,15.194365640665035
Individual_W3,3,200,20,200,20,Seen,47.944999999999986,13.27272485211684
Individual_W3,3,200,20,200,25,Seen,47.779999999999994,9.610927808142844
Individual_W3,3,200,20,200,7,Intra,44.105000000000004,10.786692032314633
Individual_W3,3,200,20,200,12,Intra,48.953333333333326,13.07246427504096
Individual_W3,3,200,20,200,17,Intra,51.14666666666666,13.385346050397388
Individual_W3,3,200,20,200,25,Intra,50.23666666666667,8.978455076211915
Individual_W3,3,200,20,200,30,Intra,52.90333333333332,11.1819566961939
Individual_W3,3,200,20,200,35,Intra,51.52166666666667,10.755228831699593
Individual_W3,3,200,20,100,25,Extra,28.338333333333335,10.978704259712176
Individual_W3,3,200,20,100,30,Extra,28.078333333333333,10.424895549703232
Individual_W3,3,200,20,150,25,Extra,37.80333333333333,9.817280116655983
Individual_W3,3,200,20,150,30,Extra,38.766666666666666,11.967061274830826
Individual_W3,3,200,20,150,35,Extra,39.285000000000004,12.08525375543821
Individual_W3,3,200,20,100,10,Extra,28.36166666666667,9.764601744168692
Individual_W3,3,200,20,150,15,Extra,39.906666666666666,10.552406781814701
Individual_W4,4,200,25,200,5,Seen,54.85666666666666,4.404102885063224
Individual_W4,4,200,25,200,10,Seen,55.93,4.900554390406593
Individual_W4,4,200,25,200,15,Seen,55.296666666666674,4.804042279395783
Individual_W4,4,200,25,200,20,Seen,55.02,4.854115092716008
Individual_W4,4,200,25,200,25,Seen,55.71,5.778024460545895
Individual_W4,4,200,25,200,7,Intra,56.73666666666667,5.704193389272689
Individual_W4,4,200,25,200,12,Intra,56.57333333333334,5.449598354211272
Individual_W4,4,200,25,200,17,Intra,55.523333333333326,6.019215526591117
Individual_W4,4,200,25,200,25,Intra,56.135000000000005,5.146765165292339
Individual_W4,4,200,25,200,30,Intra,56.07666666666667,5.956827082339128
Individual_W4,4,200,25,200,35,Intra,56.598333333333336,4.3665486625276735
Individual_W4,4,200,25,100,25,Extra,52.294999999999995,1.8795101312132745
Individual_W4,4,200,25,100,30,Extra,51.58166666666668,2.2769674032703127
Individual_W4,4,200,25,150,25,Extra,53.77166666666667,3.3427205320749684
Individual_W4,4,200,25,150,30,Extra,53.54166666666667,3.6629242264738293
Individual_W4,4,200,25,150,35,Extra,52.91333333333333,2.543093042384062
Individual_W4,4,200,25,100,10,Extra,52.21833333333333,2.693804104896187
Individual_W4,4,200,25,150,15,Extra,54.14999999999999,3.508608461104395
